scene_name,scenes_size,num_elements,max_vertex_count,min_vertex_count,avg_vertex_count,tallest_building,shortest_building,avg_building_height,tot_num_faces,avg_num_faces_building,max_num_faces_building,min_coords_biggest_building,max_coords_biggest_building,scene_total_area,tot_buildings_area,avg_building_area,max_building_area,min_occuppied_percentage_area,max_occuppied_percentage_area,avg_occuppied_percentage_area,total_occuppied_percentage_area,tot_buildings_volume_max,avg_building_volume,max_building_volume
2806173,"[400.0, 400.0, 21.411409378051758]",96,28,8,11.494736842105263,21.411409378051758,3.9801506996154785,9.98070021177593,1448,15.242105263157894,40,[-107.234924 -149.25462     0.      ],[-66.90028  -91.368256  15.910004],160000.0,31820.479728397007,334.95241819365265,2334.8258351467084,0.03344202223634056,1.4592661469666928,0.20934526137103293,19.887799830248127,405079.17881950625,4263.991355994804,37147.08758757171
2802189,"[400.0, 400.0, 33.8726921081543]",31,86,8,16.866666666666667,33.8726921081543,4.288823127746582,15.04200358390808,711,23.7,133,[-25.088266  60.500225   0.      ],[ 12.019354 125.16574   33.872692],160000.0,19295.50189264847,643.1833964216156,2399.5834065802046,0.11591263393595,1.499739629112628,0.4019896227635097,12.059688682905287,370308.1848149333,12343.606160497777,81280.3499189273
2800087,"[400.0, 414.0297546386719, 17.8194522857666]",8,56,8,18.0,17.8194522857666,6.758722305297852,12.48373133795602,175,25.0,82,[-33.45803   -2.909668   0.      ],[ 54.45054  200.        15.982189],165611.90185546875,31404.04397726882,4486.291996752689,17837.498615562916,0.07313485484529242,10.770662262625237,2.708918831611464,18.962431821280248,499026.7914770705,71289.5416395815,285082.27734456613
2805179,"[400.0, 400.0, 20.817882537841797]",16,42,8,18.533333333333335,20.817882537841797,4.177173614501953,15.833347193400066,391,26.066666666666666,63,[-109.30502   -66.884964    0.      ],[-50.11407   11.417221  14.654831],160000.0,22457.93439962808,1497.195626641872,4634.780900869286,0.12213536092545837,2.8967380630433035,0.93574726665117,14.03620899976755,360490.58123637334,24032.705415758224,67921.93051196256
2800356,"[400.0, 400.0, 42.47474670410156]",40,342,8,28.71794871794872,42.47474670410156,10.17715072631836,17.654062980260605,1562,40.05128205128205,457,[-140.92458  -73.25937    0.     ],[-42.82266   25.158525  42.474747],160000.0,47988.736440732566,1230.4804215572453,9654.984130415753,0.07848275802234639,6.034365081509845,0.7690502634732784,29.992960275457854,1078212.1531991214,27646.46546664413,410093.0053715294
2802388,"[400.0, 400.0, 20.11001968383789]",70,68,8,27.73913043478261,20.11001968383789,4.063187122344971,15.396151991857998,2765,40.072463768115945,104,[-87.27582  -37.827534   0.      ],[-28.456127 -11.633619  17.840601],160000.0,35763.739814187626,518.3150697708352,1540.7179441353583,0.09161851812579698,0.9629487150845989,0.32394691860677194,22.352337383867276,568745.4189146085,8242.687230646503,27487.334044642947
2800144,"[400.0, 400.0, 46.694515228271484]",5,192,8,54.0,46.694515228271484,16.002599716186523,31.400906085968018,290,72.5,260,[-79.43374 -78.91576   0.     ],[77.36741  67.6697   21.345943],160000.0,30926.29150970711,7731.572877426777,22984.7678348748,1.6404798319126985,14.365479896796751,4.8322330483917355,19.328932193566942,766729.061409008,191682.265352252,490631.5544359402
2801644,"[400.0, 400.0, 24.293842315673828]",38,66,8,20.594594594594593,24.293842315673828,4.696556091308594,16.65401146862958,1083,29.27027027027027,97,[ 92.67742 -71.53786   0.     ],[166.72426   10.726349  14.128327],160000.0,35245.8038336032,952.5892928000864,6091.404235536349,0.12610591575505053,3.8071276472102182,0.595368308000054,22.028627396001998,592982.9633410905,16026.566576786228,86061.35318077344
2800203,"[400.0, 400.0, 48.09496307373047]",31,92,8,24.2,48.09496307373047,4.31073522567749,16.194988822937013,1033,34.43333333333333,136,[-61.3661 -47.4283   0.    ],[65.74085   9.734122 19.057854],160000.0,34067.63893563735,1135.5879645212449,7265.741169181547,0.03886898821234354,4.541088230738467,0.709742477825778,21.29227433477334,616548.0713385158,20551.60237795053,138469.43221510478
2802214,"[400.0, 400.0, 17.0893611907959]",3,8,8,8.0,17.0893611907959,7.854281425476074,12.471821308135986,20,10.0,10,[-88.45741  -84.896996   0.      ],[-61.113583 -63.467808  17.089361],160000.0,941.7256301719026,470.8628150859513,585.9560698764544,0.2223559751846551,0.366222543672784,0.29428925942871953,0.5885785188574391,12807.929169236299,6403.964584618149,10013.61492005797
2809768,"[400.0, 400.0, 19.971477508544922]",11,56,8,14.6,19.971477508544922,4.224791526794434,10.88610773086548,199,19.9,82,[ -0.34369218 -33.92155      0.        ],[76.58268  31.801773 19.971478],160000.0,14147.479507212063,1414.7479507212063,5379.956934978487,0.04902427492370407,3.3624730843615542,0.884217469200754,8.84217469200754,197555.7778779516,19755.577787795155,100972.93142495494
2803073,"[400.0, 400.0, 26.471614837646484]",21,24,8,10.5,26.471614837646484,4.5632781982421875,18.10543565750122,279,13.95,38,[  -8.721443 -157.02701     0.      ],[ 49.417953 -84.17953   21.204048],160000.0,21791.280192777103,1089.5640096388552,4235.308580941928,0.17816842229003668,2.6470678630887052,0.6809775060242844,13.619550120485687,444321.55939194036,22216.077969597016,89805.68710893951
2802473,"[400.0, 400.0, 30.84522247314453]",48,36,8,18.46808510638298,30.84522247314453,4.134132385253906,18.637979974137977,1210,25.74468085106383,52,[ -74.24237 -101.14687    0.     ],[-10.021194 -56.930977  27.974115],160000.0,35426.83648700941,753.7624784470087,2982.762560994812,0.12261209032309126,1.8642266006217574,0.4711015490293804,22.141772804380878,675944.7563818617,14381.803327273654,79435.21085558749
2801543,"[400.0, 400.0, 19.45458984375]",72,66,8,19.43661971830986,19.45458984375,4.137172222137451,8.724441078347219,1928,27.154929577464788,97,[ -46.23567 -121.55126    0.     ],[ -7.461178 -67.14941   19.45459 ],160000.0,26746.621250496086,376.7129753590998,2556.2544113105396,0.021188659122781246,1.5976590070690873,0.2354456095994374,16.71663828156005,349711.76699231495,4925.517844962183,41037.59391955691
2804794,"[400.0, 400.0, 20.424407958984375]",12,20,8,12.181818181818182,20.424407958984375,3.934781789779663,12.942354527386753,179,16.272727272727273,28,[-8.425951 64.52422   0.      ],[ 17.255962 102.75134   20.424408],160000.0,6530.398030143981,593.6725481949073,1101.9835373343376,0.07972634769539581,0.688739710833961,0.3710453426218171,4.081498768839987,102981.84613138097,9361.986011943723,20051.57203800708
2800227,"[400.0, 400.0, 54.060489654541016]",19,34,8,14.777777777777779,54.060489654541016,7.847283363342285,22.57512829038832,363,20.166666666666668,49,[ -30.251713 -163.07501     0.      ],[  14.856812 -100.034775   37.84399 ],160000.0,10179.787249506693,565.5437360837052,2843.652083261695,0.17063494925361739,1.7772825520385596,0.35346483505231574,6.362367030941684,292958.79040987237,16275.488356104017,107615.14192925984
2806648,"[400.0, 400.0, 22.069971084594727]",41,68,8,11.9,22.069971084594727,4.007297515869141,9.120738220214843,634,15.85,100,[-128.0078   -59.60947    0.     ],[-31.810165  36.303104  12.773711],160000.0,31912.61180120616,797.815295030154,9226.56255597528,0.016662932264457597,5.76660159748455,0.49863455939384627,19.945382375753855,424175.43905338837,10604.38597633471,117857.4455005474
2802187,"[400.0, 400.0, 37.06437301635742]",30,90,8,28.96551724137931,37.06437301635742,4.572339057922363,19.447461457088075,1226,42.275862068965516,153,[86.72758    4.3784866  0.       ],[153.98962   67.92004   13.756088],160000.0,35816.523910914926,1235.0525486522388,4273.93468938407,0.027864429816472695,2.671209180865044,0.7719078429076495,22.38532744432183,661481.3886116679,22809.703055574755,58792.62279111996
2800401,"[400.0, 401.833984375, 17.179534912109375]",29,46,8,11.857142857142858,17.179534912109375,4.170235633850098,8.129271643502372,442,15.785714285714286,67,[62.841022  -1.0457611  0.       ],[116.90462  200.        17.179535],160733.59375,22521.214730190903,804.3290975068179,10869.256568464043,0.07669415147537852,6.762280563059981,0.500411319588764,14.011516948485392,346293.6594815887,12367.630695771028,186728.77268660217
2802140,"[439.4583740234375, 400.0, 20.5064754486084]",16,256,8,38.4,20.5064754486084,10.589925765991211,16.120579528808594,842,56.13333333333333,390,[  37.86606 -156.50562    0.     ],[200.       -89.06038   17.568552],175783.349609375,32551.873839638938,2170.1249226425957,10935.161991629284,0.1128320206733404,6.220817851024772,1.2345452100355567,18.518178150533355,583951.6117494883,38930.107449965886,192114.9622665777
2809556,"[400.0, 400.0, 40.14604187011719]",42,32,8,16.097560975609756,40.14604187011719,7.468067169189453,16.215735691349682,908,22.146341463414632,46,[-131.31877  -83.87863    0.     ],[-87.84585  -37.881664  15.485968],160000.0,24114.32595744158,588.1542916449166,1999.6226311721548,0.06437313084552443,1.2497641444825967,0.3675964322780728,15.071453723400985,388611.9637616485,9478.340579552398,30966.09135076191
2801487,"[400.0, 400.0, 24.737411499023438]",22,78,8,14.761904761904763,24.737411499023438,14.398951530456543,16.924704824175155,425,20.238095238095237,115,[-147.57118   36.56855    0.     ],[-79.0479   104.094894  16.67433 ],160000.0,24783.49813422907,1180.166577820432,4627.126929495251,0.27350872601615267,2.891954330934532,0.7376041111377699,15.489686333893168,417269.95260706247,19869.997743193446,77154.2402530934
2802200,"[400.0, 400.0, 30.962278366088867]",21,102,16,36.4,30.962278366088867,4.562906742095947,18.17125270366669,1056,52.8,151,[  22.910557 -145.97139     0.      ],[ 99.043785 -12.688377  16.36384 ],160000.0,29367.69853410758,1468.3849267053788,10147.266011076834,0.07860042867621758,6.342041256923022,0.9177405791908619,18.354811583817238,528178.6238125451,26408.931190627256,166048.2384893841
2800148,"[400.0, 400.0, 51.95540237426758]",20,96,8,16.31578947368421,51.95540237426758,4.351370334625244,14.502356303365607,415,21.842105263157894,128,[-74.99395    9.353384   0.      ],[-11.435473  94.145454  18.443188],160000.0,30314.23772378478,1595.4861959886723,6045.400621189387,0.0635195973407781,3.778375388243367,0.9971788724929203,18.946398577365485,445745.7946991855,23460.304984167655,99395.03807502882
2802461,"[400.0, 400.0, 21.452367782592773]",95,24,6,11.361702127659575,21.452367782592773,4.046666145324707,13.121886735266827,1414,15.042553191489361,34,[  -7.709013 -140.30608     0.      ],[ 29.84323  -99.129005  14.449867],160000.0,45126.675878042835,480.0710199791791,1546.2913321766246,0.0457587114200777,0.9664320826103904,0.3000443874869869,28.204172423776765,678040.5007264176,7213.196816238486,22343.7044775128
2800284,"[412.1456298828125, 400.0, 29.038955688476562]",12,28,8,14.545454545454545,29.038955688476562,13.519445419311523,17.746177673339844,218,19.818181818181817,40,[91.51838  14.293938  0.      ],[200.        74.20392   16.409063],164858.251953125,28636.173647912943,2603.288513446631,6499.131815767789,0.26516839411153753,3.94225447544823,1.5791071921512538,17.37017911366379,479301.90805483493,43572.90073225772,106644.66561496061
