scene_name,scenes_size,num_elements,max_vertex_count,min_vertex_count,avg_vertex_count,tallest_building,shortest_building,avg_building_height,tot_num_faces,avg_num_faces_building,max_num_faces_building,diff_coords_biggest_building,min_coords_biggest_building,max_coords_biggest_building,tot_buildings_volume_max,avg_building_volume,max_building_volume
2806422,[400.       400.         8.079875],2,8,8,8.0,8.079874992370605,8.079874992370605,8.079874992370605,10,10.0,10,"[41.652015686035156, 11.67764663696289, 8.079874992370605]","[21.61798858642578, 63.10231399536133, 0.0]","[63.27000427246094, 74.77996063232422, 8.079874992370605]",3930.0311654609013,3930.0311654609013,3930.0311654609013
2802423,[400.32355 400.       30.     ],76,98,8,25.946666666666665,30.0,4.357278823852539,13.992543404897054,2849,37.986666666666665,135,"[107.81236267089844, 72.2685317993164, 30.0]","[-200.32354736328125, -73.8909683227539, 0.0]","[-92.51118469238281, -1.6224365234375, 30.0]",1125103.0220330218,15001.373627106963,233743.2348012377
2805091,[400.       400.        21.804287],141,56,8,11.014285714285714,21.80428695678711,3.856034755706787,8.812344666889736,2033,14.521428571428572,82,"[47.28443145751953, 36.51268768310547, 13.31387996673584]","[3.493527412414551, 84.46771240234375, 0.0]","[50.777957916259766, 120.98040008544922, 13.31387996673584]",512684.42163813574,3662.0315831295425,22986.16936314189
2806222,[400.       400.        18.372412],42,20,8,11.560975609756097,18.372411727905273,3.9781620502471924,8.344199616734574,629,15.341463414634147,28,"[34.5794563293457, 19.436464309692383, 18.372411727905273]","[-36.037296295166016, 11.079866409301758, 0.0]","[-1.4578399658203125, 30.51633071899414, 18.372411727905273]",64302.450049337975,1568.352440227755,12348.141442781856
2800384,[400.       400.        21.014881],117,50,8,14.724137931034482,21.014881134033203,3.740706443786621,12.49377250054787,2328,20.06896551724138,73,"[47.24412536621094, 64.58749389648438, 17.461050033569336]","[-69.67008209228516, 60.21689987182617, 0.0]","[-22.425954818725586, 124.80439758300781, 17.461050033569336]",918257.1623405059,7916.010020176773,53280.29819049369
2808333,[400.       400.        27.563015],26,52,8,19.2,27.56301498413086,13.20480728149414,18.010329551696778,672,26.88,76,"[73.36009216308594, 102.18048095703125, 19.99625587463379]","[-85.4367446899414, -134.5941162109375, 0.0]","[-12.076648712158203, -32.41363525390625, 19.99625587463379]",630105.2552932815,25204.21021173126,149891.3319502675
2805243,[400.       400.        38.069736],27,184,8,34.38461538461539,38.06973648071289,8.106398582458496,18.364348778357872,1289,49.57692307692308,264,"[106.39299011230469, 119.13373565673828, 25.21062469482422]","[-21.37358283996582, -198.63096618652344, 0.0]","[85.0194091796875, -79.49723052978516, 25.21062469482422]",900334.2712473042,34628.24120181939,319544.53154175635
2800566,[400.       400.         7.720925],2,8,8,8.0,7.7209248542785645,7.7209248542785645,7.7209248542785645,10,10.0,10,"[9.952689170837402, 7.7700958251953125, 7.7209248542785645]","[1.7728335857391357, -41.31550979614258, 0.0]","[11.725522994995117, -33.545413970947266, 7.7209248542785645]",597.0849873866922,597.0849873866922,597.0849873866922
2801980,[400.       400.        20.766808],179,36,8,11.157303370786517,20.766807556152344,4.076160430908203,8.593734950162052,2627,14.758426966292134,52,"[27.091659545898438, 31.715057373046875, 16.94217300415039]","[51.735069274902344, 56.51171112060547, 0.0]","[78.82672882080078, 88.22676849365234, 16.94217300415039]",399857.228933576,2246.3889265931234,14556.944388468622
2802341,[400.       400.        20.707905],84,38,8,12.843373493975903,20.707904815673828,4.211711883544922,9.503172075892069,1439,17.337349397590362,55,"[141.05386352539062, 139.80625915527344, 17.48395538330078]","[-144.795166015625, 44.46849060058594, 0.0]","[-3.7413032054901123, 184.27474975585938, 17.48395538330078]",655030.0025557654,7891.927741635727,344787.3224733172
2800110,[400.       400.        19.163353],41,44,8,17.2,19.163352966308594,4.4773783683776855,14.560048735141754,952,23.8,64,"[56.36051940917969, 36.07794189453125, 16.609420776367188]","[73.28115844726562, -55.921424865722656, 0.0]","[129.6416778564453, -19.843482971191406, 16.609420776367188]",419712.6931290256,10492.817328225641,33773.12357546486
2803225,[400.      400.       21.20621],62,160,8,21.049180327868854,21.206209182739258,4.18095588684082,15.703599734384506,1802,29.540983606557376,216,"[89.46713256835938, 52.364803314208984, 14.279211044311523]","[-74.44513702392578, 32.076595306396484, 0.0]","[15.021995544433594, 84.44139862060547, 14.279211044311523]",1166744.6329663412,19126.961196169523,66897.08706317865
2800267,[400.      457.95123  21.51579],31,54,8,16.733333333333334,21.515790939331055,4.384006023406982,15.762920331954955,698,23.266666666666666,79,"[187.8143310546875, 163.2608642578125, 21.515790939331055]","[7.13667106628418, -257.95123291015625, 0.0]","[194.9510040283203, -94.69036865234375, 21.515790939331055]",1044561.3439218267,34818.71146406089,659732.8951810094
2800309,[400.       400.        16.603622],5,12,8,9.0,16.603622436523438,6.922459125518799,13.884639859199524,46,11.5,16,"[77.0350112915039, 70.03114318847656, 16.19352912902832]","[-31.31405258178711, -47.50407409667969, 0.0]","[45.7209587097168, 22.527069091796875, 16.19352912902832]",113152.43449560834,28288.108623902084,87361.65910410062
2800306,[400. 400. 121.],7,504,12,115.66666666666667,121.0,13.446831703186035,44.81906270980835,1007,167.83333333333334,744,"[46.98829650878906, 54.76903533935547, 121.0]","[89.097900390625, -49.64005661010742, 0.0]","[136.08619689941406, 5.128979682922363, 121.0]",621720.8087155669,103620.13478592782,311393.94973733905
2811622,[400.       400.        19.131472],96,48,8,11.242105263157894,19.131471633911133,4.172187805175781,8.071069300802131,1412,14.863157894736842,70,"[37.22660827636719, 60.858543395996094, 17.152555465698242]","[75.39695739746094, 89.9948501586914, 0.0]","[112.62356567382812, 150.8533935546875, 17.152555465698242]",310930.32211383805,3272.9507590930325,38860.09476653034
2802933,[400.       429.03473   22.068314],17,48,8,17.5,22.068313598632812,4.510674953460693,15.228640019893646,388,24.25,70,"[127.83882904052734, 139.29409790039062, 16.322986602783203]","[-48.863258361816406, 74.24482727050781, 0.0]","[78.97557067871094, 213.53892517089844, 16.322986602783203]",1155956.062021806,72247.25387636287,290666.5950994499
2803836,[400.      400.       17.77832],2,14,14,14.0,17.7783203125,17.7783203125,17.7783203125,19,19.0,19,"[40.475250244140625, 33.863338470458984, 17.7783203125]","[69.58419799804688, -85.73695373535156, 0.0]","[110.0594482421875, -51.87361526489258, 17.7783203125]",24367.44758957202,24367.44758957202,24367.44758957202
2800246,[415.6912   400.        22.535954],76,86,8,19.28,22.535953521728516,4.0137104988098145,13.031085217793782,2069,27.586666666666666,139,"[120.43959045410156, 63.694671630859375, 17.03622817993164]","[-215.69119262695312, -63.141021728515625, 0.0]","[-95.25160217285156, 0.55364990234375, 17.03622817993164]",859550.0727197658,11460.667636263543,130691.0422269861
2801727,[400.      400.       20.17083],36,32,8,13.542857142857143,20.17082977294922,4.394301414489746,13.005058561052595,643,18.37142857142857,46,"[77.07064819335938, 30.61309814453125, 17.705982208251953]","[-63.769683837890625, -10.876842498779297, 0.0]","[13.300963401794434, 19.736255645751953, 17.705982208251953]",248915.28497318228,7111.865284948065,41774.98604818371
2807508,[400.      400.       41.42368],6,230,8,63.2,41.42367935180664,7.243200302124023,18.64140224456787,448,89.6,325,"[40.62022399902344, 114.84840393066406, 41.42367935180664]","[73.89784240722656, -99.5993423461914, 0.0]","[114.51806640625, 15.249061584472656, 41.42367935180664]",361044.27212854865,72208.85442570972,193248.41894657683
2802885,[400.       400.        19.456701],63,30,8,9.161290322580646,19.456701278686523,4.094111919403076,6.973759351238128,728,11.741935483870968,43,"[32.96901321411133, 41.722511291503906, 15.905607223510742]","[-69.29557037353516, 37.876739501953125, 0.0]","[-36.32655715942383, 79.59925079345703, 15.905607223510742]",176485.36987781423,2846.538223835713,21878.958431364998
2803513,[400.       400.        19.714048],24,38,8,13.217391304347826,19.714048385620117,7.617921829223633,15.490236137224281,410,17.82608695652174,55,"[58.85993957519531, 54.54703140258789, 16.083337783813477]","[82.443603515625, -70.90750122070312, 0.0]","[141.3035430908203, -16.360469818115234, 16.083337783813477]",353406.13800598413,15365.484261129744,51637.72676103241
2801663,[400.      400.       30.83414],37,102,8,26.27777777777778,30.83414077758789,7.6857757568359375,18.05345866415236,1339,37.19444444444444,147,"[97.21778869628906, 126.30216979980469, 16.33832359313965]","[56.80560302734375, -91.91156768798828, 0.0]","[154.0233917236328, 34.39059829711914, 16.33832359313965]",772459.5352862773,21457.2093135077,200615.29013721997
2800367,[400.      400.       17.63013],10,24,8,12.0,17.630130767822266,15.877751350402832,16.519658088684082,144,16.0,34,"[22.877037048339844, 82.06497192382812, 17.630130767822266]","[-104.92659759521484, 40.68415451049805, 0.0]","[-82.049560546875, 122.74913024902344, 17.630130767822266]",122375.49829025101,13597.277587805665,33098.869038684046
2800001,[400.       400.        20.964725],21,40,8,13.1,20.964725494384766,12.699957847595215,16.490978622436522,353,17.65,58,"[91.29283142089844, 51.79680633544922, 15.724751472473145]","[-33.746910095214844, 36.94416809082031, 0.0]","[57.545921325683594, 88.74097442626953, 15.724751472473145]",533914.3758219155,26695.718791095773,74357.2723313884
2800796,[400.      400.       52.56474],90,560,8,33.91011235955056,52.56473922729492,4.155421733856201,15.446658857752768,4243,47.674157303370784,784,"[64.76435089111328, 52.665000915527344, 43.748783111572266]","[-78.80609130859375, -77.2149658203125, 0.0]","[-14.041740417480469, -24.549964904785156, 43.748783111572266]",1194591.0234875702,13422.371050422134,149218.9881242985
2803097,[400.       400.        25.063473],69,68,8,16.294117647058822,25.063472747802734,4.262472629547119,15.498140517403098,1546,22.735294117647058,102,"[42.066184997558594, 48.513328552246094, 16.50389289855957]","[-117.35671997070312, 55.38520050048828, 0.0]","[-75.29053497314453, 103.89852905273438, 16.50389289855957]",704802.3282873761,10364.740121873176,33680.660299619376
2803062,[400.       400.         4.753188],3,8,8,8.0,4.753188133239746,4.5412187576293945,4.64720344543457,20,10.0,10,"[4.0053582191467285, 4.129950523376465, 4.5412187576293945]","[-11.79493522644043, 13.789692878723145, 0.0]","[-7.789577007293701, 17.91964340209961, 4.5412187576293945]",128.07924268589989,64.03962134294994,75.12052858652213
2802787,[400.      400.       21.08357],147,48,8,11.383561643835616,21.08357048034668,4.057175636291504,8.922579484443142,2199,15.061643835616438,70,"[39.18663024902344, 37.55911636352539, 17.239164352416992]","[-119.42672729492188, -3.6923153400421143, 0.0]","[-80.24009704589844, 33.86680221557617, 17.239164352416992]",540970.8319942532,3705.2796711935152,25372.865027891028
2805161,[400.      400.       18.19056],7,40,8,27.333333333333332,18.19055938720703,11.847044944763184,15.452668031056723,236,39.333333333333336,58,"[90.83141326904297, 101.71322631835938, 11.847044944763184]","[-134.13754272460938, -141.8213348388672, 0.0]","[-43.306129455566406, -40.10811233520508, 11.847044944763184]",210594.15273197665,35099.02545532944,109451.95458209635
2800777,[400.       400.        19.736647],6,20,6,10.0,19.73664665222168,15.930377960205078,17.206135559082032,65,13.0,28,"[96.73867797851562, 78.24613952636719, 15.930377960205078]","[-81.58732604980469, -57.124778747558594, 0.0]","[15.151351928710938, 21.12135887145996, 15.930377960205078]",490013.34594515146,98002.66918903029,120583.84755183369
2804718,[400.       400.        19.740402],40,12,8,8.307692307692308,19.740402221679688,8.113327026367188,16.355670048640324,408,10.461538461538462,16,"[42.46546936035156, 23.399776458740234, 17.22869300842285]","[-109.41259002685547, 47.89543533325195, 0.0]","[-66.9471206665039, 71.29521179199219, 17.22869300842285]",312974.62259401486,8024.990322923458,17119.850572322917
2801948,[400.       400.        21.367872],124,40,8,16.666666666666668,21.36787223815918,4.039574146270752,12.136213775572738,2840,23.089430894308943,58,"[52.95474624633789, 46.98760223388672, 17.090707778930664]","[-95.83279418945312, 47.498016357421875, 0.0]","[-42.878047943115234, 94.4856185913086, 17.090707778930664]",828037.9992504927,6732.016254069047,42525.38199835151
2809967,[400.       400.        34.205887],58,48,8,23.087719298245613,34.20588684082031,12.722626686096191,21.275936327482526,1860,32.63157894736842,70,"[103.2894058227539, 62.53900146484375, 26.606372833251953]","[20.297767639160156, 33.52265930175781, 0.0]","[123.58717346191406, 96.06166076660156, 26.606372833251953]",988300.646213034,17338.607828298842,171866.95969214902
2802450,[400.       400.        27.722961],62,40,8,17.24590163934426,27.72296142578125,4.252284526824951,15.020277586139617,1458,23.901639344262296,58,"[49.853668212890625, 77.8687744140625, 22.615474700927734]","[94.53071594238281, -113.49177551269531, 0.0]","[144.38438415527344, -35.62300109863281, 22.615474700927734]",467749.362109069,7668.022329656869,87794.26886006386
2800236,[400.       400.        27.125278],55,64,8,20.22222222222222,27.12527847290039,12.732994079589844,17.954866815496374,1530,28.333333333333332,94,"[60.225250244140625, 56.850318908691406, 20.460771560668945]","[-149.673828125, -133.4207000732422, 0.0]","[-89.44857788085938, -76.57038116455078, 20.460771560668945]",763772.898415498,14143.942563249962,70054.09469722351
2801932,[400.       400.        34.630943],18,80,8,18.823529411764707,34.630943298339844,4.372446060180664,15.898210357217227,446,26.235294117647058,118,"[92.33561706542969, 57.96385192871094, 15.202668190002441]","[-67.94004821777344, -24.037046432495117, 0.0]","[24.39556884765625, 33.92680358886719, 15.202668190002441]",394881.27200653014,23228.31011803119,81366.62395404546
2805868,[400.       400.        18.656935],66,40,8,17.907692307692308,18.65693473815918,3.9359869956970215,8.852989218785213,1616,24.861538461538462,58,"[39.31190490722656, 28.3753662109375, 16.85834312438965]","[-13.643172264099121, 46.28483581542969, 0.0]","[25.668731689453125, 74.66020202636719, 16.85834312438965]",235309.51846643703,3620.1464379451854,18805.307627643124
2803223,[400.       400.        20.829496],90,56,8,16.089887640449437,20.829496383666992,4.144523620605469,12.985908599382036,1976,22.202247191011235,86,"[47.10076141357422, 46.553794860839844, 19.591838836669922]","[-37.44214630126953, 67.62993621826172, 0.0]","[9.658613204956055, 114.18373107910156, 19.591838836669922]",842234.7062833016,9463.311306553947,42959.39913983638
2805056,[400.       400.         4.417185],2,8,8,8.0,4.417184829711914,4.417184829711914,4.417184829711914,10,10.0,10,"[11.125225067138672, 10.230201721191406, 4.417184829711914]","[-44.47218322753906, 80.26344299316406, 0.0]","[-33.34695816040039, 90.49364471435547, 4.417184829711914]",502.7343672956752,502.7343672956752,502.7343672956752
2802632,[400.       400.        17.189152],4,30,8,18.0,17.189151763916016,15.749699592590332,16.431676546732586,75,25.0,43,"[36.394161224365234, 39.00634765625, 15.749699592590332]","[-96.59796142578125, -57.208431243896484, 0.0]","[-60.203800201416016, -18.202083587646484, 15.749699592590332]",48239.38882043198,16079.796273477326,22358.32560030773
2800047,[400.       400.        39.731304],50,56,8,21.46938775510204,39.73130416870117,4.42180061340332,20.296980419937444,1480,30.20408163265306,82,"[103.29020690917969, 62.539581298828125, 26.224454879760742]","[-128.8969268798828, 78.32296752929688, 0.0]","[-25.60672378540039, 140.862548828125, 26.224454879760742]",772197.4339040248,15759.131304163773,169402.79443348912
2802367,[416.5549   400.        21.523499],95,60,8,15.97872340425532,21.52349853515625,4.139414310455322,13.976686158078783,2079,22.117021276595743,98,"[123.70846557617188, 60.25507354736328, 18.55076789855957]","[92.846435546875, -112.50701904296875, 0.0]","[216.55490112304688, -52.25194549560547, 18.55076789855957]",1432071.965167822,15234.808140083216,138278.58689547845
2800751,[400.      400.       23.55489],78,46,8,15.792207792207792,23.554889678955078,4.294258117675781,14.863301004682269,1672,21.714285714285715,67,"[52.37303924560547, 56.92821502685547, 16.304309844970703]","[-146.4799041748047, -30.68918228149414, 0.0]","[-94.10686492919922, 26.23903465270996, 16.304309844970703]",662930.1967186802,8609.483074268574,48611.36077563942
2802437,[400.       400.        25.491608],27,114,8,13.23076923076923,25.491607666015625,4.208318710327148,12.87456176831172,472,18.153846153846153,177,"[128.8860626220703, 78.01177978515625, 16.194793701171875]","[-142.73106384277344, -106.25692749023438, 0.0]","[-13.845001220703125, -28.245147705078125, 16.194793701171875]",402296.8002194035,15472.95385459244,162832.67696701712
2802015,[400.       400.        21.686476],5,16,8,10.0,21.68647575378418,7.181379795074463,15.331537127494812,52,13.0,22,"[42.342529296875, 56.69468688964844, 21.68647575378418]","[94.40525817871094, 80.44485473632812, 0.0]","[136.74778747558594, 137.13954162597656, 21.68647575378418]",99557.6480260163,24889.412006504073,52060.47650373791
2800385,[400.      400.       22.67753],65,68,8,23.84375,22.67753028869629,4.271642684936523,14.87278825044632,2197,34.328125,104,"[44.79777145385742, 62.96187973022461, 16.854887008666992]","[59.028316497802734, -13.62069320678711, 0.0]","[103.82608795166016, 49.3411865234375, 16.854887008666992]",584012.330130911,9125.192658295484,47540.08355062212
2806485,[400.       400.        20.078802],172,54,8,11.11111111111111,20.07880210876465,4.107153415679932,7.647416661357322,2510,14.678362573099415,79,"[118.83766174316406, 61.60490417480469, 14.050652503967285]","[-103.42340850830078, -123.1794204711914, 0.0]","[15.414252281188965, -61.57451629638672, 14.050652503967285]",375887.5911610166,2198.173047725244,102864.58397964679
2802196,[400.      400.       29.64284],54,48,8,19.358490566037737,29.642839431762695,4.346930980682373,16.058851736896443,1435,27.07547169811321,70,"[75.24180603027344, 53.87849426269531, 13.6259765625]","[69.35484313964844, 89.30918884277344, 0.0]","[144.59664916992188, 143.18768310546875, 13.6259765625]",654781.8390925003,12354.374322500007,55238.553699369724
2800371,[400.       400.        21.462292],19,62,8,20.555555555555557,21.462291717529297,4.318479537963867,12.805685970518324,519,28.833333333333332,91,"[88.65304565429688, 158.08551025390625, 13.823920249938965]","[-130.84523010253906, 35.11106491088867, 0.0]","[-42.19218444824219, 193.1965789794922, 13.823920249938965]",338848.26166414685,18824.903425785935,193738.95630185088
2800936,[400.       400.        25.189087],91,34,8,14.444444444444445,25.1890869140625,4.077668190002441,12.621822060479058,1770,19.666666666666668,49,"[93.05584716796875, 109.09355163574219, 24.20656967163086]","[-140.3739471435547, -102.49900817871094, 0.0]","[-47.31809997558594, 6.594547271728516, 24.20656967163086]",927618.0232577162,10306.86692508574,245740.08994469486
2811283,[400.      400.       56.97602],44,96,8,18.930232558139537,56.97602081298828,4.527006149291992,16.134208745734636,1133,26.348837209302324,140,"[91.34413146972656, 51.01810073852539, 16.630504608154297]","[-83.32058715820312, -88.35179901123047, 0.0]","[8.023544311523438, -37.33369827270508, 16.630504608154297]",688357.7546806464,16008.319876294096,77501.54577987327
2804989,[400.       400.        19.285975],8,216,24,79.42857142857143,19.285974502563477,15.582465171813965,16.669778960091726,832,118.85714285714286,322,"[143.3353271484375, 102.59066009521484, 15.69074535369873]","[24.16277313232422, 23.138748168945312, 0.0]","[167.4980926513672, 125.72940826416016, 15.69074535369873]",529355.1455415655,75622.16364879507,230730.2928724553
2802206,[400.      400.       34.16493],35,40,8,14.941176470588236,34.1649284362793,4.159913063049316,16.646759271621704,694,20.41176470588235,58,"[33.40008544921875, 45.55206298828125, 34.1649284362793]","[-53.73076248168945, -9.933220863342285, 0.0]","[-20.330677032470703, 35.61884307861328, 34.1649284362793]",386317.66982826317,11362.284406713623,51979.98534020471
2806528,[400.       400.        18.720654],12,60,8,24.181818181818183,18.720653533935547,12.973456382751465,15.221116065979004,377,34.27272727272727,88,"[132.72857666015625, 132.12509155273438, 13.393611907958984]","[-46.700801849365234, -157.58584594726562, 0.0]","[86.02777862548828, -25.46075439453125, 13.393611907958984]",700450.0531769469,63677.27756154063,234880.7698103075
2800210,[400.      400.       55.35893],5,174,8,55.5,55.35892868041992,34.79803466796875,40.41840648651123,354,88.5,290,"[115.32928466796875, 178.69024658203125, 55.35892868041992]","[-19.560993194580078, -72.16720581054688, 0.0]","[95.7682876586914, 106.52303314208984, 55.35892868041992]",1263609.1795585395,315902.2948896349,1140848.8015101634
2801731,[400.       400.        17.220549],6,68,12,27.6,17.220548629760742,7.53270959854126,14.113778400421143,197,39.4,100,"[49.60847473144531, 45.852561950683594, 17.220548629760742]","[-9.933326721191406, -32.92948532104492, 0.0]","[39.675148010253906, 12.923077583312988, 17.220548629760742]",77814.91314436882,15562.982628873764,39171.163650214774
2800249,[400.      400.       20.49343],105,48,6,12.865384615384615,20.49342918395996,4.070891857147217,8.860300683058226,1799,17.298076923076923,70,"[139.57644653320312, 96.2907943725586, 13.823041915893555]","[-117.15892791748047, 79.28118133544922, 0.0]","[22.417518615722656, 175.5719757080078, 13.823041915893555]",663070.2230432342,6375.67522156956,185780.67305638953
2800181,[400.       400.         4.868805],12,8,8,8.0,4.868804931640625,4.306121349334717,4.598037979819558,110,10.0,10,"[58.72659683227539, 76.75498962402344, 4.868804931640625]","[-59.422935485839844, -155.2986297607422, 0.0]","[-0.6963386535644531, -78.54364013671875, 4.868804931640625]",156312.26556241498,14210.205960219544,21946.427098076605
2801699,[400.      400.       26.84925],62,60,8,21.60655737704918,26.84925079345703,4.29963493347168,15.971841765231774,1897,31.098360655737704,88,"[88.49508666992188, 72.00222778320312, 19.958229064941406]","[-174.70660400390625, -30.653968811035156, 0.0]","[-86.21151733398438, 41.34825897216797, 19.958229064941406]",1146605.6636512228,18796.814158216763,127170.70990567241
2803221,[400.      400.       38.81857],27,36,8,14.0,38.81856918334961,12.402997970581055,21.434178132277268,498,19.153846153846153,54,"[72.3207778930664, 139.23887634277344, 16.636306762695312]","[-96.3198471069336, 42.71946716308594, 0.0]","[-23.999069213867188, 181.95834350585938, 16.636306762695312]",878890.7286400889,33803.48956308034,167525.34406827166
2809263,[400.       400.        19.915768],17,84,14,20.125,19.915767669677734,13.857616424560547,16.534315705299377,463,28.9375,136,"[79.73163604736328, 69.60750579833984, 17.738351821899414]","[80.28728485107422, -155.47149658203125, 0.0]","[160.0189208984375, -85.8639907836914, 17.738351821899414]",653420.760254565,40838.79751591032,98446.43919267014
2800357,[400.       400.        24.635113],22,90,8,26.095238095238095,24.635112762451172,12.735502243041992,17.4321315856207,786,37.42857142857143,137,"[95.8176040649414, 96.52521514892578, 17.87937355041504]","[-24.308929443359375, 37.532920837402344, 0.0]","[71.50867462158203, 134.05813598632812, 17.87937355041504]",530990.2089038879,25285.248043042287,165363.01555570168
2803675,[400.     400.      22.6154],23,72,8,15.454545454545455,22.615400314331055,4.121671676635742,13.194876150651412,472,21.454545454545453,106,"[56.77322006225586, 77.75672912597656, 22.51290512084961]","[-60.57672882080078, 32.56982421875, 0.0]","[-3.803508758544922, 110.32655334472656, 22.51290512084961]",374304.1642913512,17013.82564960687,99383.21726940399
2800376,[400.       400.        21.453426],60,72,8,19.220338983050848,21.453426361083984,4.394993782043457,13.10077714920044,1593,27.0,108,"[88.12076568603516, 30.81259536743164, 16.277135848999023]","[-101.67963409423828, -88.87095642089844, 0.0]","[-13.558868408203125, -58.0583610534668, 16.277135848999023]",655234.6112088439,11105.671376421085,44196.15937658704
2800013,[400.       400.        18.984957],33,100,8,16.8125,18.984956741333008,4.132744312286377,10.18504974246025,745,23.28125,148,"[41.38145065307617, 61.44853210449219, 17.095428466796875]","[33.74858474731445, -108.39976501464844, 0.0]","[75.13003540039062, -46.95123291015625, 17.095428466796875]",248995.0361197254,7781.094878741419,43470.75809363343
2802021,[400.       400.        19.672632],11,32,8,18.2,19.672632217407227,4.294802665710449,12.148501634597778,253,25.3,46,"[36.03275680541992, 43.68160629272461, 17.45403289794922]","[-77.74342346191406, 34.3179817199707, 0.0]","[-41.71066665649414, 77.99958801269531, 17.45403289794922]",117126.69889737513,11712.669889737514,27472.10140758443
