,scene_name,scenes_size,num_elements,max_vertex_count,min_vertex_count,avg_vertex_count,tallest_building,shortest_building,avg_building_height,tot_num_faces,avg_num_faces_building,max_num_faces_building,min_coords_biggest_building,max_coords_biggest_building,scene_total_area,tot_buildings_area,avg_building_area,max_building_area,min_occuppied_percentage_area,max_occuppied_percentage_area,avg_occuppied_percentage_area,total_occuppied_percentage_area,tot_buildings_volume_max,avg_building_volume,max_building_volume
583,2802140,"[439.4583740234375, 400.0, 20.5064754486084]",16,256,8,38.4,20.5064754486084,10.589925765991213,16.120579528808594,842,56.13333333333333,390,[  37.86606 -156.50562    0.     ],[239.45837  -89.06038   17.568552],175783.349609375,35213.15319595653,2347.543546397102,13596.44134794688,0.1128320206733404,7.734772023721718,1.3354754882153534,20.0321323232303,630706.4365532862,42047.09577021908,238869.7870703756
589,2800284,"[412.1456298828125, 400.0, 29.038955688476562]",12,28,8,14.545454545454543,29.03895568847656,13.519445419311523,17.746177673339844,218,19.818181818181817,40,[91.51838  14.293938  0.      ],[212.14563   74.20392   16.409063],164858.251953125,29363.81810067946,2669.438009152678,7226.776268534304,0.2651683941115375,4.383630290213881,1.6192322662208587,17.81155492842944,491241.8719687225,44658.3519971566,118584.6295288482
592,2802142,"[400.0, 402.835205078125, 40.0]",28,38,8,19.33333333333333,40.0,4.632885456085205,18.670120362882265,729,27.0,55,[ -18.295807 -202.8352      0.      ],[ 21.267708 -77.2223    14.330367],161134.08203125,35209.726885591735,1304.0639587256198,4969.6881100020255,0.0944013567753852,3.084194260676779,0.8093036198715011,21.85119773653053,645739.6138946536,23916.281996098285,71217.45493077768
599,2802422,"[407.78253173828125, 400.0, 19.67330551147461]",15,44,8,19.0,19.67330551147461,10.191171646118164,16.181811264583043,373,26.642857142857142,64,[  71.2783 -172.6206    0.    ],[207.78255  -56.115414  17.84787 ],163113.0126953125,47649.03048813864,3403.5021777241886,15903.453778395342,0.1921494973127591,9.749960175220508,2.086591450604724,29.21228030846613,773722.3013486962,55265.87866776402,283842.7735688157
602,2802767,"[401.2279052734375, 400.0, 27.691177368164062]",12,152,10,39.09090909090909,27.691177368164062,7.578951358795166,19.899906982075084,653,59.36363636363637,234,[-201.22792   -15.130585    0.      ],[-90.13327   91.412445  23.642817],160491.162109375,81961.64572207235,7451.058702006578,12590.937110571833,0.2460016305819169,7.845252626428791,4.642659822556876,51.06925804812563,1685539.1311382446,153230.8301034768,279844.9029786465
605,2810304,"[591.8232421875, 665.3400268554688, 35.0]",7,130,8,56.5,35.0,4.483002185821533,11.62449073791504,496,82.66666666666667,191,[ -73.8003  -465.34003    0.     ],[391.82324   -2.858635   4.483002],393763.6918507218,306702.54373858543,51117.09062309757,215342.2241720516,0.3760463927644063,54.68818700879336,12.981666842578358,77.89000105547015,2173366.3340639505,362227.7223439917,965379.661662978
607,2802394,"[400.0, 433.86614990234375, 16.57119369506836]",3,72,24,48.0,16.57119369506836,15.261967658996582,15.91658067703247,140,70.0,106,[-108.225525   70.66064     0.      ],[ 23.030197 233.86617   15.261968],173546.4599609375,22739.58304316555,11369.791521582774,21421.65945355373,0.7594067835831755,12.343472438663053,6.551439611123114,13.102879222246228,348776.2408609326,174388.1204304663,326936.6737821754
611,2806007,"[468.8544616699219, 400.0, 43.434776306152344]",21,256,8,24.0,43.43477630615234,12.64753246307373,18.65968837738037,688,34.4,390,[-268.85446 -152.8992     0.     ],[-67.26379  -85.44667   15.855315],187541.78466796875,35868.20182080848,1793.4100910404238,13597.80105833395,0.1853772656776079,7.2505447692139775,0.9562722751175408,19.12544550235081,634993.7329669767,31749.686648348837,215597.4219214766
613,2804363,"[400.0, 456.9915771484375, 45.0]",24,706,8,51.21739130434783,45.0,4.364050388336182,19.201013958972432,1719,74.73913043478261,1055,[-68.76578   38.426964   0.      ],[155.80206 256.99158  45.     ],182796.630859375,86146.71810154188,3745.509482675735,49082.58324464294,0.0272117978625828,26.85092335339706,2.049003564817968,47.12708199081326,3170167.004042406,137833.34800184375,2208716.2460089326
616,2804645,"[408.3831787109375, 400.0, 17.139755249023438]",3,28,16,22.0,17.139755249023438,13.169516563415527,15.154635906219482,62,31.0,40,[-30.680742 -79.94215    0.      ],[208.38318  174.87987   13.169517],163353.271484375,80034.32018045765,40017.16009022883,60918.74978284897,11.701981982917994,37.2926414202093,24.49731170156365,48.99462340312729,1129906.682348286,564953.341174143,802270.4842877956
633,2806035,"[400.0, 411.5849304199219, 27.600584030151367]",21,258,10,36.4,27.600584030151367,12.54575538635254,18.184393882751465,1064,53.2,385,[   2.0234375 -211.58493      0.       ],[163.35976  -59.7899    22.927378],164633.97216796875,54680.074617563216,2734.0037308781607,24490.05116618774,0.3079460592715518,14.875454223507178,1.6606558748936568,33.213117497873135,1114396.1189714074,55719.80594857037,561492.6529992425
645,2803534,"[400.0, 440.3770751953125, 20.14629364013672]",10,34,8,15.11111111111111,20.14629364013672,14.064290046691896,16.30735312567817,186,20.666666666666668,49,[-91.7861    12.818207   0.      ],[ 61.98325  104.48942   15.976006],176150.830078125,44758.12598866574,4973.12510985175,14096.222746103798,0.1729715853391749,8.002359534639691,2.823219798422811,25.408978185805303,719982.5706345176,79998.06340383527,225201.33288498365
651,2802375,"[400.0, 459.83392333984375, 19.80182456970215]",18,24,8,10.588235294117649,19.80182456970215,4.5691657066345215,13.388904319090004,236,13.882352941176473,34,[-147.08997 -259.83392    0.     ],[-88.368454 -16.04419   18.169903],183933.5693359375,49744.5045138768,2926.1473243456944,14315.701745099388,0.0553196709221504,7.783082662280693,1.590871821228761,27.04482096088893,814751.4374914253,47926.55514655443,260114.90924391552
652,2811638,"[409.0491638183594, 400.0, 21.297687530517578]",15,68,8,13.857142857142858,21.297687530517575,6.849541664123535,15.20517781802586,263,18.785714285714285,100,[-209.04916  -112.200165    0.      ],[-79.38399    2.936635  16.991562],163619.66552734375,27564.628995960175,1968.9020711400128,14929.233456828588,0.094788073260873,9.124351531163375,1.203340726063869,16.846770164894167,461119.01740187465,32937.07267156248,253670.99424671303
654,2802216,"[406.67803955078125, 434.17083740234375, 17.800764083862305]",45,40,8,12.545454545454543,17.800764083862305,4.163931846618652,10.921424096280878,740,16.818181818181817,58,[  -2.9332585 -234.17082      0.       ],[206.67804  -96.11508   16.213484],176567.74498490617,63172.477316223376,1435.738120823259,28938.042944097928,0.0664871836239329,16.389201179735114,0.81313725841942,35.77803937045448,952883.2668262352,21656.437882414437,469186.4907795095
