PROV_EMPLA;X(UTMHuso30);Y(UTMHuso30);ORIENTACION;GANT;altura;tilt total
2801555;437492;4471930;350;14;17.25;10
2801555;437492;4471930;160;14;19.25;7
2801555;437492;4471930;270;14;19.25;8
2801556;439258;4470532;0;14.8;17;13
2801556;439258;4470532;120;14.8;17;15
2801556;439258;4470532;240;14.8;17;13
2801571;437081;4473068;40;15.3;21.7;6
2801571;437081;4473068;120;15.3;21.7;6
2801571;437081;4473068;210;15.3;21.7;6
2801598;450646;4480033;350;13.8;23.9;6
2801598;450646;4480033;120;13.8;22.9;10
2801598;450646;4480033;230;13.8;23.9;9
2801602;441634;4475262;325;16;27.29;9
2801602;441634;4475262;90;16;28.38;9
2801602;441634;4475262;200;16;27.29;13
2801638;445743;4480651;340;14.6;70.85;11
2801638;445743;4480651;120;14.6;69.35;11
2801638;445743;4480651;240;14.6;70.85;9
2801644;441952;4476123;350;14.4;29.5;6
2801644;441952;4476123;110;14.4;29.5;5
2801644;441952;4476123;230;14.4;29.5;5
2801647;443051;4479386;0;15.6;31.5;10
2801647;443051;4479386;120;15.6;31.5;8
2801647;443051;4479386;240;15.6;31.5;10
2801657;434745;4479236;40;15.3;14.05;10
2801657;434745;4479236;140;15.3;14.05;11
2801657;434745;4479236;240;15.3;14.05;9
2801663;439394;4476942;0;15.4;34;10
2801663;439394;4476942;120;15.4;34;10
2801663;439394;4476942;240;15.4;34;10
2801664;438571;4480049;0;15.5;29.04;7
2801664;438571;4480049;140;15.5;29.04;7
2801664;438571;4480049;240;15.5;29.04;7
2801687;440639;4476639;330;14.6;28;6
2801687;440639;4476639;70;14.6;28;6
2801687;440639;4476639;170;14.6;28;6
2801690;439920;4476307;340;15.3;27.2;6
2801690;439920;4476307;120;15.3;27.2;7
2801690;439920;4476307;250;15.3;27.2;8
2801692;440857;4475958;40;15.3;25;8
2801692;440857;4475958;120;15.3;25;10
2801692;440857;4475958;200;15.3;25;8
2801696;439639;4479551;0;16;18.4;10
2801696;439639;4479551;120;16;18.4;6
2801696;439639;4479551;240;16;18.4;4
2801698;441413;4480978;25;14.8;21.7;6
2801698;441413;4480978;130;14.8;21.7;6
2801698;441413;4480978;260;14.8;21.7;6
2801699;440553;4478791;320;15.3;37.03;15
2801699;440553;4478791;120;15.3;36.03;14
2801699;440553;4478791;240;15.3;36.03;9
2801700;440587;4477918;30;14.7;26.5;7
2801700;440587;4477918;120;14.7;26.5;5
2801700;440587;4477918;240;14.7;26.5;10
2801705;439415;4478071;350;15.3;28.6;5
2801705;439415;4478071;120;15.3;28.6;6
2801705;439415;4478071;240;15.3;28.6;10
2801711;445599;4475156;0;14.6;31;13
2801711;445599;4475156;120;14.6;31;13
2801711;445599;4475156;260;14.6;31;13
2801727;444005;4472934;330;14.6;30.91;9
2801727;444005;4472934;60;14.6;30.91;4
2801727;444005;4472934;150;14.6;30.91;6
2801730;442845;4483953;0;16.8;27;6
2801730;442845;4483953;120;16.8;27;6
2801730;442845;4483953;240;16.8;27;6
2801731;444354;4484024;355;15.5;28.34;8
2801731;444354;4484024;135;15.5;28.34;8
2801731;444354;4484024;225;15.5;28.34;10
2801760;448180;4472832;30;13.9;8;9
2801760;448180;4472832;120;13.9;8;9
2801760;448180;4472832;260;13.9;8;10
2801769;441837;4474780;0;16.7;29.5;10
2801769;441837;4474780;120;16.7;29.5;6
2801769;441837;4474780;240;16.7;29.65;10
2801780;437828;4471515;30;15.6;25.95;10
2801780;437828;4471515;150;15.6;25.95;10
2801780;437828;4471515;270;15.6;25.95;10
2801791;442886;4482718;320;16;39;6
2801791;442886;4482718;70;16;39;10
2801791;442886;4482718;140;16;39;8
2801828;449238;4475966;50;14.8;22;10
2801828;449238;4475966;130;14.8;25;10
2801828;449238;4475966;215;18.3;25;7
2801828;449238;4475966;250;18.3;25;7
2801888;443342;4475589;350;15.3;30.9;7
2801888;443342;4475589;110;15.3;30.4;12
2801888;443342;4475589;240;15.3;30.9;7
2801932;440404;4481995;110;16;39.9;6
2801932;440404;4481995;200;16;39.9;6
2801935;441511;4484573;50;16;14;8
2801935;441511;4484573;160;16;14;8
2801935;441511;4484573;250;16;14;7
2801938;444632;4477242;30;14.7;51.5;11
2801938;444632;4477242;130;14.7;51.5;9
2801938;444632;4477242;280;14.7;51.5;9
2801947;440869;4474568;0;15.5;24.76;9
2801947;440869;4474568;120;15.5;24.76;8
2801947;440869;4474568;230;15.5;24.76;8
2801948;440688;4473974;0;16.2;23;3
2801948;440688;4473974;120;16.2;23;2
2801948;440688;4473974;240;16.2;23;2
2801980;440166;4470631;0;16;17;8
2801980;440166;4470631;120;16;17;10
2801980;440166;4470631;240;16;17;8
2802015;449916;4477054;60;16;29;11
2802015;449916;4477054;110;16;29;9
2802015;449916;4477054;300;16;29;10
2802021;429605;4480475;0;13.7;25;8
2802021;429605;4480475;100;13.7;25;14
2802021;429605;4480475;290;13.7;25;5
2802026;448453;4472876;0;15.3;21.65;11
2802026;448453;4472876;120;15.3;21.65;14
2802026;448453;4472876;240;15.3;21.65;11
2802056;436036;4482044;340;16;30;9
2802056;436036;4482044;170;16;30;6
2802056;436036;4482044;240;16;30;9
2802057;454590;4478858;30;15.3;26.2;2
2802057;454590;4478858;150;15.3;26.2;2
2802057;454590;4478858;270;15.3;26.2;2
2802077;439810;4466508;0;15.3;17;5
2802077;439810;4466508;120;15.1;17;10
2802077;439810;4466508;240;15.1;17;5
2802109;441021;4475042;30;15.8;35;2
2802109;441021;4475042;140;15.8;35;9
2802109;441021;4475042;240;15.8;35;11
2802115;445069;4480214;0;16;40.3;7
2802115;445069;4480214;120;16;40.3;10
2802115;445069;4480214;240;16;40.3;9
2802117;441704;4479427;350;15;35;12
2802117;441704;4479427;120;15;35;12
2802117;441704;4479427;220;15;35;10
2802121;443434;4467693;0;15;28.8;10
2802121;443434;4467693;100;15;28.8;10
2802121;443434;4467693;270;15;23;14
2802127;443226;4481033;0;15;33;13
2802127;443226;4481033;120;15;33;12
2802127;443226;4481033;240;15;33;10
2802139;441979;4477335;0;15.1;20;7
2802139;441979;4477335;120;16.4;18;4
2802139;441979;4477335;240;16.4;18;4
2802140;442193;4478181;0;14.9;23.7;9
2802140;442193;4478181;90;14.9;23.7;9
2802140;442193;4478181;210;14.9;23.7;10
2802141;443098;4475697;0;14.7;35.3;8
2802141;443098;4475697;150;14.7;35.3;11
2802141;443098;4475697;240;14.7;35.3;7
2802142;441093;4479018;0;15.3;33.3;5
2802142;441093;4479018;120;15.3;33.3;6
2802142;441093;4479018;240;15.3;33.3;4
2802143;440380;4476606;10;14.4;29;5
2802143;440380;4476606;130;14.4;29;3
2802143;440380;4476606;240;14.4;29;9
2802146;440427;4475506;0;15.1;36;4
2802146;440427;4475506;120;15.1;36;6
2802146;440427;4475506;240;15.1;36;8
2802184;443122;4472214;0;15.3;31.03;10
2802184;443122;4472214;150;15.3;31.03;10
2802184;443122;4472214;240;15.3;31.03;10
2802185;441228;4471262;0;14.6;36.6;9
2802185;441228;4471262;120;14.6;36.6;9
2802185;441228;4471262;240;14.6;36.6;8
2802186;439858;4473546;30;14.5;32.5;20
2802186;439858;4473546;120;16.1;27.5;10
2802186;439858;4473546;240;16.1;32.5;12
2802186;439858;4473546;330;14.5;32.5;19
2802187;442398;4476777;5;16.8;33;8
2802187;442398;4476777;125;16.8;33;9
2802187;442398;4476777;245;16.8;33;10
2802189;443142;4473589;0;15.3;45;3
2802189;443142;4473589;120;15.3;45;6
2802189;443142;4473589;240;15.3;45;6
2802190;439160;4472256;0;14.5;8.35;10
2802190;439160;4472256;120;14.5;8.95;8
2802190;439160;4472256;240;14.5;8.95;10
2802192;445483;4472708;0;14.4;34.5;8
2802192;445483;4472708;120;14.4;34.5;9
2802192;445483;4472708;240;14.4;34.5;7
2802194;441064;4472272;0;16;34.6;10
2802194;441064;4472272;145;16;34.6;8
2802194;441064;4472272;250;16;34.6;10
2802195;440703;4471794;35;15.3;32.2;8
2802195;440703;4471794;135;15.3;32.2;11
2802195;440703;4471794;240;15.3;32.2;11
2802196;440756;4472588;0;14.6;31.1;6
2802196;440756;4472588;120;14.6;31.1;6
2802196;440756;4472588;240;14.6;31.1;11
2802200;441231;4476899;350;14.6;32.5;7
2802200;441231;4476899;120;14.6;32.5;8
2802200;441231;4476899;240;14.6;32.5;9
2802201;444996;4477400;340;16;21;8
2802201;444996;4477400;100;16;21;10
2802201;444996;4477400;190;16;21;8
2802203;441397;4476125;0;15.3;35;9
2802203;441397;4476125;120;15.3;33.67;10
2802203;441397;4476125;240;15.3;35;9
2802206;440772;4478304;0;16.5;28.5;10
2802206;440772;4478304;120;16.5;28.5;10
2802206;440772;4478304;240;16.5;28.5;10
2802212;446141;4479613;30;16;32.8;10
2802212;446141;4479613;120;16;32.8;12
2802212;446141;4479613;240;16;32.8;4
2802214;442809;4471276;350;15.8;28.5;11
2802214;442809;4471276;120;15.8;28.5;9
2802214;442809;4471276;220;15.8;28.5;11
2802215;442307;4472338;310;15.1;24;13
2802215;442307;4472338;60;15.1;24;9
2802215;442307;4472338;130;15.1;24;9
2802216;443603;4470448;0;14.6;21.5;9
2802216;443603;4470448;120;14.6;21.5;10
2802216;443603;4470448;240;14.6;21.5;12
2802290;441657;4474934;0;15.4;33.15;9
2802290;441657;4474934;120;15.4;33.15;8
2802290;441657;4474934;240;15.4;33.15;10
2802291;442604;4479043;0;15.9;30.5;12
2802291;442604;4479043;120;15.9;30.5;10
2802291;442604;4479043;240;15.9;30.5;10
2802294;442016;4478818;0;14.8;34.84;3
2802294;442016;4478818;120;14.8;34.84;8
2802294;442016;4478818;240;14.8;34.84;8
2802295;442682;4474786;0;14.6;29;9
2802295;442682;4474786;120;14.6;29;9
2802295;442682;4474786;240;14.6;29;8
2802299;438409;4476757;330;15.9;19.08;4
2802299;438409;4476757;105;15.9;19.08;3
2802299;438409;4476757;210;15.9;19.08;5
2802312;440360;4478365;30;14.4;34.35;6
2802312;440360;4478365;130;14.4;34.35;6
2802312;440360;4478365;240;14.4;34.35;8
2802322;441349;4476632;15;15.3;37;11
2802322;441349;4476632;135;15.3;37;11
2802322;441349;4476632;255;15.3;37;7
2802324;434735;4480787;90;14.9;20;6
2802324;434735;4480787;180;14.9;20;3
2802324;434735;4480787;350;14.9;20;3
2802333;440604;4474210;0;16.4;33.66;9
2802333;440604;4474210;130;16.4;33.66;12
2802333;440604;4474210;210;16.4;33.66;11
2802334;440942;4474176;340;15.8;32.5;11
2802334;440942;4474176;120;15.8;32.5;15
2802334;440942;4474176;250;15.8;32.5;9
2802340;433670;4469881;0;15.8;33.55;12
2802340;433670;4469881;110;15.8;33.55;8
2802340;433670;4469881;270;15.8;33.55;11
2802341;440214;4470999;0;16;16;13
2802341;440214;4470999;120;16;16;7
2802341;440214;4470999;240;16;16;7
2802342;439540;4472468;5;15.1;28.6;6
2802342;439540;4472468;145;15.1;28.6;8
2802342;439540;4472468;250;15.1;28.6;7
2802347;443538;4474842;0;16;25.96;8
2802347;443538;4474842;120;16;25.96;8
2802347;443538;4474842;240;16;25.96;8
2802349;436668;4470749;20;14.6;21;7
2802349;436668;4470749;130;14.6;21;11
2802349;436668;4470749;230;14.6;21;9
2802351;441982;4474968;0;15.3;23.8;7
2802351;441982;4474968;120;15.3;23.8;9
2802351;441982;4474968;240;15.3;25.9;17
2802354;444542;4478158;0;15.1;28;7
2802354;444542;4478158;120;15.1;28;8
2802354;444542;4478158;240;15.1;28;8
2802358;441746;4476452;0;14.6;27.2;11
2802358;441746;4476452;120;14.6;27.2;13
2802358;441746;4476452;240;14.6;27.2;13
2802367;440847;4475208;0;15.1;29.7;10
2802367;440847;4475208;120;15.1;29.7;8
2802367;440847;4475208;240;15.1;29.7;12
2802370;442755;4480762;355;13.7;45.55;8
2802370;442755;4480762;90;13.7;45.55;6
2802370;442755;4480762;240;13.7;45.55;7
2802373;443044;4481575;5;17;28.5;10
2802373;443044;4481575;120;17;28.5;10
2802373;443044;4481575;240;17;28.5;7
2802375;436727;4472860;20;14.6;22.88;5
2802375;436727;4472860;140;14.6;22.88;5
2802375;436727;4472860;260;14.6;22.88;6
2802376;437107;4472787;15;14.4;19;7
2802376;437107;4472787;120;16;20;9
2802376;437107;4472787;240;14.4;19;8
2802385;441423;4478706;20;15.1;48;11
2802385;441423;4478706;120;15.1;48;11
2802385;441423;4478706;240;15.1;48;13
2802388;439432;4476309;0;16;34.39;9
2802388;439432;4476309;120;16;34.39;7
2802388;439432;4476309;240;16;34.39;12
2802392;440624;4474555;20;16.4;29.65;9
2802392;440624;4474555;140;16.4;29.65;9
2802392;440624;4474555;240;16.4;29.65;11
2802394;433680;4479554;10;15.3;24.2;8
2802394;433680;4479554;110;15.3;24.2;11
2802394;433680;4479554;270;15.3;24.2;8
2802402;447788;4475786;0;13.9;49.5;11
2802402;447788;4475786;120;13.9;49.5;13
2802402;447788;4475786;240;13.9;49.5;13
2802404;441439;4474461;350;15.3;26;9
2802404;441439;4474461;90;15.3;26;11
2802404;441439;4474461;240;15.3;26;9
2802413;442997;4484951;330;15.1;27.5;4
2802413;442997;4484951;120;15.1;30.5;8
2802413;442997;4484951;240;15.1;30.5;7
2802417;440881;4477299;0;17;24.8;9
2802417;440881;4477299;135;17;25.23;7
2802417;440881;4477299;240;17;24.8;8
2802418;443781;4475533;0;15.1;26;8
2802418;443781;4475533;120;15.1;26;8
2802418;443781;4475533;240;15.1;26;6
2802422;440016;4482700;0;16;4.7;6
2802422;440016;4482700;150;16;5;5
2802422;440016;4482700;270;16;4.7;7
2802423;439866;4474455;0;13.9;25.9;2
2802423;439866;4474455;120;13.9;25.9;6
2802423;439866;4474455;240;13.9;25.9;7
2802430;447109;4478740;0;15.3;20;9
2802430;447109;4478740;120;15.3;20;9
2802430;447109;4478740;240;15.3;20;6
2802434;445540;4475679;330;15.1;24.94;4
2802434;445540;4475679;140;15.1;24.94;7
2802434;445540;4475679;215;15.1;24.94;7
2802435;436579;4469211;0;16;21.5;7
2802435;436579;4469211;120;16;21.5;5
2802435;436579;4469211;240;16;21.5;4
2802437;441351;4468806;0;15.3;29;3
2802437;441351;4468806;120;15.3;29;6
2802437;441351;4468806;240;15.3;32.25;6
2802447;444797;4472356;350;15;65;10
2802447;444797;4472356;110;15;43.5;12
2802447;444797;4472356;200;15;42.5;12
2802450;438979;4473881;0;16;31;3
2802450;438979;4473881;120;16;31;6
2802450;438979;4473881;220;16;31;4
2802451;439185;4473033;20;14.7;24.56;8
2802451;439185;4473033;90;14.7;24.56;10
2802451;439185;4473033;215;14.7;24.56;10
2802458;444779;4476908;0;15;29.9;6
2802458;444779;4476908;120;15;29.9;6
2802458;444779;4476908;240;15;29.9;6
2802461;438836;4471369;0;14.6;19.1;7
2802461;438836;4471369;120;14.6;19.1;7
2802461;438836;4471369;240;14.6;19.1;9
2802473;440144;4472895;0;13.9;3.7;6
2802473;440144;4472895;150;13.9;3.7;6
2802473;440144;4472895;240;13.9;3.7;6
2802477;437637;4471402;0;14.6;27.6;10
2802477;437637;4471402;120;14.6;28.1;10
2802477;437637;4471402;240;14.6;28.1;10
2802478;438027;4470490;10;15.5;25.59;5
2802478;438027;4470490;120;15.5;24.12;3
2802478;438027;4470490;240;15.5;24.12;5
2802482;446731;4476715;330;14.6;27.52;8
2802482;446731;4476715;120;14.6;27.52;9
2802482;446731;4476715;210;14.6;27.52;6
2802483;440258;4473798;0;15.3;27;8
2802483;440258;4473798;120;15.3;27;8
2802483;440258;4473798;240;15.3;27;8
2802487;439925;4470822;320;16;21;6
2802487;439925;4470822;120;16;21;10
2802487;439925;4470822;240;16;21;5
2802491;438340;4473168;50;16;20.76;4
2802491;438340;4473168;120;16;20.76;2
2802491;438340;4473168;240;16;20.76;1
2802559;441052;4479376;0;15.8;17.04;7
2802559;441052;4479376;120;15.8;17.04;4
2802559;441052;4479376;220;15.8;17.04;6
2802584;439435;4465045;0;13.7;29.14;11
2802584;439435;4465045;120;13.7;29.14;12
2802584;439435;4465045;240;13.7;29.14;12
2802630;447352;4469390;0;15.1;21;7
2802630;447352;4469390;120;15.1;21;7
2802630;447352;4469390;240;15.1;21;9
2802631;448970;4470215;100;15.8;29;13
2802631;448970;4470215;170;15.8;29;11
2802631;448970;4470215;270;15.8;29;11
2802632;450154;4468768;310;15.3;26.3;14
2802632;450154;4468768;120;15.3;26.3;12
2802632;450154;4468768;215;15.3;26.3;8
2802682;443648;4466305;330;15.3;29;10
2802682;443648;4466305;150;15.3;29;6
2802682;443648;4466305;270;15.3;29;10
2802763;441580;4472424;0;15.3;26;6
2802763;441580;4472424;120;15.3;26;8
2802763;441580;4472424;240;15.3;26;8
2802764;439138;4469276;0;14.4;38.9;8
2802764;439138;4469276;120;14.4;38.9;10
2802764;439138;4469276;240;14.4;38.9;7
2802765;441248;4467541;0;15.3;25.15;8
2802765;441248;4467541;110;15.3;25.15;6
2802765;441248;4467541;240;15.3;25.15;6
2802767;441971;4471916;0;15.3;18.76;9
2802767;441971;4471916;180;15.3;18.76;9
2802767;441971;4471916;260;15.3;18.76;6
2802769;435224;4470859;330;16.5;11.5;6
2802769;435224;4470859;90;16.5;11.5;6
2802769;435224;4470859;210;16.5;11.5;6
2802770;436993;4469853;330;13.9;16.4;10
2802770;436993;4469853;90;13.9;16.4;8
2802770;436993;4469853;210;13.9;16.4;9
2802773;441992;4466013;0;15.1;29;8
2802773;441992;4466013;120;15.1;29;9
2802773;441992;4466013;240;15.1;29;8
2802775;453391;4477777;110;17;24;9
2802775;453391;4477777;190;17;24;9
2802775;453391;4477777;270;17;24;9
2802776;443067;4473074;0;15.3;33.3;6
2802776;443067;4473074;130;15.3;33.3;11
2802776;443067;4473074;250;15.3;33.3;9
2802778;444937;4473434;10;15;37.06;5
2802778;444937;4473434;130;15;37.06;6
2802778;444937;4473434;250;15;37.06;10
2802786;441266;4473024;0;15.1;27.5;2
2802786;441266;4473024;120;15.1;27.5;5
2802786;441266;4473024;240;15.1;27.5;7
2802787;443452;4471632;100;14.7;16.8;7
2802787;443452;4471632;210;14.7;18.8;10
2802787;443452;4471632;340;14.7;18.8;12
2802789;450213;4479384;310;16;12;6
2802789;450213;4479384;40;16;12;12
2802789;450213;4479384;240;16;12;12
2802792;444678;4469485;0;17;31;4
2802792;444678;4469485;120;17;31;6
2802792;444678;4469485;240;17;31;8
2802797;441985;4467021;0;14;26.2;10
2802797;441985;4467021;120;14;26.2;8
2802797;441985;4467021;240;14;26.2;8
2802798;446988;4471311;0;15.1;29.25;6
2802798;446988;4471311;120;15.1;29.25;9
2802798;446988;4471311;240;15.1;29.25;9
2802799;450411;4473859;20;15.3;30;10
2802799;450411;4473859;140;15.3;30;10
2802799;450411;4473859;260;15.3;30;8
2802884;444770;4470681;330;14.5;20.85;4
2802884;444770;4470681;70;14.5;20.85;5
2802884;444770;4470681;240;14.5;20.85;8
2802885;445563;4472186;35;16.2;19.85;6
2802885;445563;4472186;140;16.2;19.85;5
2802885;445563;4472186;270;16.2;19.85;7
2802886;446554;4473410;0;14.5;27.22;7
2802886;446554;4473410;120;14.5;27.22;9
2802886;446554;4473410;240;14.5;27.22;7
2802887;444892;4473038;90;16.4;32.65;11
2802887;444892;4473038;180;16.4;32.65;11
2802887;444892;4473038;250;16.4;32.65;11
2802933;446139;4476207;0;16;33.8;6
2802933;446139;4476207;120;16;33.8;12
2802933;446139;4476207;230;16;33.8;6
2802938;447031;4476729;10;16;30.45;12
2802938;447031;4476729;120;16;32.45;12
2802938;447031;4476729;240;16;32.45;11
2802945;441690;4480572;40;16;28.8;8
2802945;441690;4480572;150;16;28.8;8
2802945;441690;4480572;310;16;31;12
2802967;454655;4473054;75;15.3;29;11
2802967;454655;4473054;180;15.3;29;8
2802967;454655;4473054;300;15.3;29;8
2802971;442662;4474547;330;15.1;31;10
2802971;442662;4474547;120;15.1;31;11
2802971;442662;4474547;220;15.1;31;13
2802972;447254;4467478;45;14;25;14
2802972;447254;4467478;240;14;25;14
2802977;441465;4473850;30;15.1;7;4
2802977;441465;4473850;140;15.1;7.5;6
2802977;441465;4473850;320;15.1;7;6
2802986;445815;4470055;0;16;28.8;9
2802986;445815;4470055;120;16;28.8;9
2802986;445815;4470055;240;16;28.8;9
2802995;443390;4469660;50;14.8;43.85;15
2802995;443390;4469660;240;14.8;43.85;16
2802995;443390;4469660;305;14.8;43.85;12
2803003;437672;4473654;40;15.3;22;10
2803003;437672;4473654;95;15.3;22;10
2803003;437672;4473654;290;15.3;22;10
2803015;443332;4472021;0;14.8;14.39;8
2803015;443332;4472021;120;14.8;14.39;6
2803015;443332;4472021;240;14.8;14.39;10
2803018;447498;4476652;0;15.3;20.94;9
2803018;447498;4476652;90;15.3;20.94;10
2803018;447498;4476652;270;15.3;20.94;5
2803022;442688;4477172;0;14.6;24;10
2803022;442688;4477172;120;14.6;24;10
2803022;442688;4477172;240;14.6;24;9
2803027;440934;4477688;30;14.5;37.3;7
2803027;440934;4477688;120;14.5;37.3;6
2803027;440934;4477688;240;14.5;37.3;8
2803040;442583;4468247;340;15.1;34;9
2803040;442583;4468247;150;15.1;34;10
2803040;442583;4468247;220;15.1;34;10
2803046;444221;4474191;355;16;33;11
2803046;444221;4474191;140;16;33;6
2803046;444221;4474191;240;16;33;7
2803060;439967;4474211;0;14.6;29.5;13
2803060;439967;4474211;120;14.6;29.5;10
2803060;439967;4474211;240;14.6;29.5;9
2803062;433789;4480722;95;14.5;4.75;8
2803062;433789;4480722;230;14.5;4.75;7
2803071;440532;4474990;0;14.9;23.95;7
2803071;440532;4474990;120;14.9;23.95;9
2803071;440532;4474990;240;14.9;23.95;9
2803073;440083;4472336;0;15.9;29.7;5
2803073;440083;4472336;120;15.9;29.7;8
2803073;440083;4472336;240;15.9;29.7;7
2803074;442962;4477777;5;14.6;25;6
2803074;442962;4477777;120;14.6;25;13
2803074;442962;4477777;240;14.6;25;5
2803092;442562;4476019;0;15.3;29.7;10
2803092;442562;4476019;140;15.3;31;10
2803092;442562;4476019;230;15.3;31;10
2803093;441719;4475978;30;16.4;32.23;6
2803093;441719;4475978;150;16.4;29.63;6
2803093;441719;4475978;240;16.4;29.33;7
2803094;439977;4478304;0;15;24.7;3
2803094;439977;4478304;100;15;24.7;7
2803094;439977;4478304;220;15;24.7;7
2803095;442728;4479492;0;16;17.4;6
2803095;442728;4479492;120;16;17.4;6
2803095;442728;4479492;240;16;17.4;4
2803096;443072;4479070;350;14.4;29.87;8
2803096;443072;4479070;120;14.4;29.87;10
2803096;443072;4479070;240;14.4;29.87;6
2803097;442152;4475128;0;15.3;27.5;8
2803097;442152;4475128;120;15.3;27.5;8
2803097;442152;4475128;240;15.3;27.5;10
2803098;440419;4477541;340;14.6;32.15;5
2803098;440419;4477541;120;14.6;27.1;5
2803098;440419;4477541;220;14.6;32.15;8
2803099;438964;4475535;340;15.3;26;6
2803099;438964;4475535;120;15.3;26;4
2803099;438964;4475535;240;15.3;29.67;16
2803204;441966;4475599;20;15.5;31.64;4
2803204;441966;4475599;120;15.5;32.64;4
2803204;441966;4475599;240;15.5;31.19;0
2803205;443235;4477284;10;15.5;33.1;6
2803205;443235;4477284;130;15.5;34.1;5
2803205;443235;4477284;250;15.5;34.1;2
2803208;442757;4475839;0;14.6;37.5;11
2803208;442757;4475839;120;14.6;37.5;11
2803208;442757;4475839;240;14.6;37.5;11
2803214;442051;4476923;0;14.6;21.8;7
2803214;442051;4476923;120;14.6;21.8;6
2803214;442051;4476923;240;14.6;21.8;7
2803216;443049;4477174;315;13.7;23.22;7
2803216;443049;4477174;123;13.7;23.62;7
2803216;443049;4477174;220;13.7;23.22;8
2803217;439742;4476696;330;14.6;30.66;10
2803217;439742;4476696;90;14.6;31.44;8
2803217;439742;4476696;210;14.6;31.44;10
2803220;439459;4476005;0;15.1;33;5
2803220;439459;4476005;120;15.1;33;5
2803220;439459;4476005;240;15.1;33;7
2803221;441709;4479222;20;16;35;2
2803221;441709;4479222;120;16;35;2
2803221;441709;4479222;210;16;35;3
2803223;443144;4476267;0;14.6;26.42;4
2803223;443144;4476267;120;14.6;26.42;7
2803223;443144;4476267;240;14.6;26.42;5
2803225;439282;4475441;240;15.9;24.3;2
2803225;439282;4475441;120;15.9;24.3;8
2803225;439282;4475441;240;15.9;24.3;9
2803229;440764;4476795;0;15;31.7;9
2803229;440764;4476795;120;15;31.7;10
2803229;440764;4476795;240;15;31.7;9
2803232;441498;4480384;0;15.3;17.09;5
2803232;441498;4480384;120;15.3;17.09;5
2803232;441498;4480384;240;15.3;17.09;5
2803233;439937;4475603;20;16.4;29.2;6
2803233;439937;4475603;130;16.4;29.2;6
2803233;439937;4475603;300;16.4;29.2;9
2803237;442601;4476399;30;15.1;32;5
2803237;442601;4476399;100;15.1;32;6
2803237;442601;4476399;240;15.1;32;5
2803240;434293;4485906;350;15.7;16.6;9
2803240;434293;4485906;250;14.7;16;4
2803242;440149;4479915;0;14.6;16;4
2803242;440149;4479915;120;14.6;16;4
2803252;443966;4483246;60;15.1;30.5;8
2803252;443966;4483246;180;15.1;30.5;9
2803252;443966;4483246;320;15.1;30.5;12
2803271;434437;4485229;0;7.5;8.1;0
2803282;438900;4476982;280;15.1;33.65;12
2803282;438900;4476982;110;15.1;33.65;10
2803282;438900;4476982;180;15.1;33.65;12
2803288;445601;4476617;0;16;20.5;11
2803288;445601;4476617;110;16;20.5;9
2803288;445601;4476617;260;16;20.5;8
2803290;446808;4476417;10;14.6;21.62;7
2803290;446808;4476417;120;14.6;21.62;8
